customer_id,recency_days,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,RFM_total,segment
CUST01406,79,3,78.00999999999999,26.0,2,2,1,221,5,Hibernating
CUST01407,152,7,273.04,39.01,1,3,3,133,7,At Risk
CUST01408,26,8,252.48000000000002,31.56,3,3,3,333,9,Loyal Customers
CUST01409,176,4,246.63,61.66,1,2,3,123,6,Lost
CUST01410,34,4,274.23,68.56,3,2,3,323,8,Others
CUST01412,47,2,81.25,40.62,2,1,1,211,4,Hibernating
CUST01414,20,22,1065.51,48.43,4,5,5,455,14,Champions
CUST01415,80,13,672.26,51.71,2,4,4,244,10,At Risk
CUST01416,67,2,131.70999999999998,65.85,2,1,2,212,5,Hibernating
CUST01418,16,2,113.33,56.66,4,1,2,412,7,New Customers
CUST01419,12,8,277.2,34.65,4,3,3,433,10,Loyal Customers
CUST01420,7,31,1591.97,51.35,5,5,5,555,15,Champions
CUST01421,38,1,34.98,34.98,3,1,1,311,5,Promising
CUST01422,76,2,67.19,33.6,2,1,1,211,4,Hibernating
CUST01423,5,1,38.42,38.42,5,1,1,511,7,New Customers
CUST01424,6,8,421.08000000000004,52.64,5,3,4,534,12,Loyal Customers
CUST01425,36,2,55.910000000000004,27.96,3,1,1,311,5,Promising
CUST01426,65,3,162.97,54.32,2,2,2,222,6,Hibernating
CUST01427,3,15,602.3,40.15,5,5,4,554,14,Champions
CUST01428,10,3,178.44,59.48,4,2,2,422,8,New Customers
CUST01429,176,1,46.74,46.74,1,1,1,111,3,Hibernating
CUST01430,31,3,159.01999999999998,53.01,3,2,2,322,7,Promising
CUST01431,24,6,334.78999999999996,55.8,3,3,3,333,9,Loyal Customers
CUST01432,81,3,171.24,57.08,2,2,2,222,6,Hibernating
CUST01433,199,9,404.53999999999996,44.95,1,4,3,143,8,At Risk
CUST01434,2,4,167.57999999999998,41.9,5,2,2,522,9,New Customers
CUST01435,75,5,254.62,50.92,2,3,3,233,8,At Risk
CUST01436,17,1,77.9,77.9,4,1,1,411,6,New Customers
CUST01437,37,2,112.27000000000001,56.14,3,1,2,312,6,Promising
CUST01438,61,15,1063.46,70.9,2,5,5,255,12,At Risk
CUST01439,24,8,578.5,72.31,3,3,4,334,10,Loyal Customers
CUST01440,157,3,100.78,33.59,1,2,1,121,4,Hibernating
CUST01441,18,2,55.730000000000004,27.86,4,1,1,411,6,New Customers
CUST01442,114,5,219.19,43.84,1,3,2,132,6,Lost
CUST01443,15,7,507.52,72.5,4,3,4,434,11,Loyal Customers
CUST01444,69,1,79.32,79.32,2,1,1,211,4,Hibernating
CUST01445,37,9,699.19,77.69,3,4,4,344,11,Loyal Customers
CUST01446,36,7,347.12,49.59,3,3,3,333,9,Loyal Customers
CUST01448,52,16,969.31,60.58,2,5,5,255,12,At Risk
CUST01449,26,10,607.71,60.77,3,4,4,344,11,Loyal Customers
CUST01450,55,38,2430.13,63.95,2,5,5,255,12,At Risk
CUST01451,2,2,76.14,38.07,5,1,1,511,7,New Customers
CUST01452,26,7,339.40000000000003,48.49,3,3,3,333,9,Loyal Customers
CUST01453,2,8,381.03,47.63,5,3,3,533,11,Loyal Customers
CUST01454,6,3,287.26,95.75,5,2,3,523,10,New Customers
CUST01455,60,20,1006.0699999999999,50.3,2,5,5,255,12,At Risk
CUST01456,14,12,624.73,52.06,4,4,4,444,12,Champions
CUST01457,200,2,43.37,21.68,1,1,1,111,3,Hibernating
CUST01458,12,1,21.63,21.63,4,1,1,411,6,New Customers
CUST01459,38,5,250.56,50.11,3,3,3,333,9,Loyal Customers
CUST01460,87,3,112.38,37.46,1,2,2,122,5,Hibernating
CUST01461,189,7,139.63,19.95,1,3,2,132,6,Lost
CUST01462,69,1,30.77,30.77,2,1,1,211,4,Hibernating
CUST01463,4,27,1936.6399999999999,71.73,5,5,5,555,15,Champions
CUST01464,23,24,1735.43,72.31,4,5,5,455,14,Champions
CUST01465,85,7,390.3,55.76,2,3,3,233,8,At Risk
CUST01467,23,21,940.81,44.8,4,5,5,455,14,Champions
CUST01468,96,18,1021.04,56.72,1,5,5,155,11,At Risk
CUST01469,5,5,228.17000000000002,45.63,5,3,2,532,10,Others
CUST01470,5,24,1556.45,64.85,5,5,5,555,15,Champions
CUST01472,6,3,341.23,113.74,5,2,3,523,10,New Customers
CUST01473,7,4,213.73000000000002,53.43,5,2,2,522,9,New Customers
CUST01474,23,10,734.88,73.49,4,4,4,444,12,Champions
CUST01475,31,1,56.15,56.15,3,1,1,311,5,Promising
CUST01476,39,17,829.56,48.8,3,5,4,354,12,Loyal Customers
CUST01477,178,8,347.70000000000005,43.46,1,3,3,133,7,At Risk
CUST01478,75,6,181.39000000000001,30.23,2,3,2,232,7,Others
CUST01479,67,12,610.58,50.88,2,4,4,244,10,At Risk
CUST01480,15,6,374.1,62.35,4,3,3,433,10,Loyal Customers
CUST01481,183,13,734.03,56.46,1,4,4,144,9,At Risk
CUST01482,8,25,1948.59,77.94,5,5,5,555,15,Champions
CUST01483,36,2,129.78,64.89,3,2,2,322,7,Promising
CUST01484,15,25,1808.88,72.36,4,5,5,455,14,Champions
CUST01485,2,1,82.0,82.0,5,1,1,511,7,New Customers
CUST01486,5,2,124.1,62.05,5,2,2,522,9,New Customers
CUST01487,5,7,328.13,46.88,5,3,3,533,11,Loyal Customers
CUST01488,6,3,314.56,104.85,5,2,3,523,10,New Customers
CUST01490,25,16,1455.79,90.99,3,5,5,355,13,Loyal Customers
CUST01491,30,10,476.49,47.65,3,4,4,344,11,Loyal Customers
CUST01492,55,3,105.25,35.08,2,2,1,221,5,Hibernating
CUST01493,17,21,996.94,47.47,4,5,5,455,14,Champions
CUST01494,2,10,470.45,47.04,5,4,4,544,13,Champions
CUST01495,11,2,58.78,29.39,4,2,1,421,7,New Customers
CUST01496,13,11,713.57,64.87,4,4,4,444,12,Champions
CUST01498,18,16,913.79,57.11,4,5,5,455,14,Champions
CUST01499,116,17,857.06,50.42,1,5,5,155,11,At Risk
CUST01500,2,11,400.6,36.42,5,4,3,543,12,Loyal Customers
CUST01501,32,28,2064.34,73.73,3,5,5,355,13,Loyal Customers
CUST01502,63,20,1432.34,71.62,2,5,5,255,12,At Risk
CUST01503,88,4,99.99,25.0,1,2,1,121,4,Hibernating
CUST01504,252,1,17.57,17.57,1,1,1,111,3,Hibernating
CUST01505,43,4,167.16,41.79,2,2,2,222,6,Hibernating
CUST01506,1,6,368.09,61.35,5,3,3,533,11,Loyal Customers
CUST01507,3,2,103.80000000000001,51.9,5,2,1,521,8,New Customers
CUST01508,21,16,983.51,61.47,4,5,5,455,14,Champions
CUST01509,60,8,413.88,51.74,2,3,3,233,8,At Risk
CUST01510,36,11,610.05,55.46,3,4,4,344,11,Loyal Customers
CUST01511,16,2,83.49000000000001,41.74,4,2,1,421,7,New Customers
CUST01513,160,1,50.68,50.68,1,1,1,111,3,Hibernating
CUST01514,270,1,47.35,47.35,1,1,1,111,3,Hibernating
CUST01517,5,16,807.85,50.49,5,5,4,554,14,Champions
CUST01518,156,2,90.13,45.06,1,2,1,121,4,Hibernating
CUST01519,15,9,502.14,55.79,4,4,4,444,12,Champions
CUST01520,40,11,453.53,41.23,3,4,4,344,11,Loyal Customers
CUST01521,153,1,38.44,38.44,1,1,1,111,3,Hibernating
CUST01523,1,2,130.31,65.16,5,2,2,522,9,New Customers
CUST01524,13,5,196.0,39.2,4,3,2,432,9,Others
CUST01525,31,6,334.15,55.69,3,3,3,333,9,Loyal Customers
CUST01526,51,36,2345.39,65.15,2,5,5,255,12,At Risk
CUST01528,62,7,218.26,31.18,2,3,2,232,7,Others
CUST01529,98,4,196.78,49.2,1,2,2,122,5,Hibernating
CUST01530,22,1,38.85,38.85,4,1,1,411,6,New Customers
CUST01531,47,5,453.65,90.73,2,3,4,234,9,At Risk
CUST01533,28,15,698.53,46.57,3,5,4,354,12,Loyal Customers
CUST01534,396,1,132.81,132.81,1,1,2,112,4,Hibernating
CUST01535,74,1,80.01,80.01,2,1,1,211,4,Hibernating
CUST01536,42,14,1012.43,72.32,3,4,5,345,12,Loyal Customers
CUST01537,17,3,60.349999999999994,20.12,4,2,1,421,7,New Customers
CUST01538,53,22,1320.3,60.01,2,5,5,255,12,At Risk
CUST01539,36,1,17.85,17.85,3,1,1,311,5,Promising
CUST01540,1,4,220.49,55.12,5,2,2,522,9,New Customers
CUST01541,1,1,101.0,101.0,5,1,1,511,7,New Customers
CUST01542,41,8,403.15,50.39,3,4,3,343,10,Loyal Customers
CUST01543,10,8,310.34,38.79,4,4,3,443,11,Loyal Customers
CUST01544,44,1,43.16,43.16,2,1,1,211,4,Hibernating
CUST01546,12,4,387.69000000000005,96.92,4,2,3,423,9,New Customers
CUST01547,39,5,360.61,72.12,3,3,3,333,9,Loyal Customers
CUST01548,68,7,480.69,68.67,2,3,4,234,9,At Risk
CUST01549,2,8,447.74,55.97,5,4,4,544,13,Champions
CUST01550,35,11,494.40999999999997,44.95,3,4,4,344,11,Loyal Customers
CUST01551,121,2,167.20999999999998,83.6,1,2,2,122,5,Hibernating
CUST01552,172,12,478.93,39.91,1,4,4,144,9,At Risk
CUST01553,1,16,940.47,58.78,5,5,5,555,15,Champions
CUST01554,36,17,760.35,44.73,3,5,4,354,12,Loyal Customers
CUST01556,20,8,571.29,71.41,4,4,4,444,12,Champions
CUST01557,16,30,2214.47,73.82,4,5,5,455,14,Champions
CUST01558,48,7,251.97,36.0,2,3,3,233,8,At Risk
CUST01559,66,9,368.83,40.98,2,4,3,243,9,At Risk
CUST01560,5,31,2247.59,72.5,5,5,5,555,15,Champions
CUST01561,281,2,45.269999999999996,22.64,1,2,1,121,4,Hibernating
CUST01562,53,4,168.28,42.07,2,2,2,222,6,Hibernating
CUST01563,108,11,592.0600000000001,53.82,1,4,4,144,9,At Risk
CUST01564,74,9,502.22,55.8,2,4,4,244,10,At Risk
CUST01565,103,13,816.59,62.81,1,4,4,144,9,At Risk
CUST01567,35,1,72.9,72.9,3,1,1,311,5,Promising
CUST01568,29,3,118.67000000000002,39.56,3,2,2,322,7,Promising
CUST01569,5,10,621.03,62.1,5,4,4,544,13,Champions
CUST01570,3,2,85.36,42.68,5,2,1,521,8,New Customers
CUST01571,2,23,2008.6699999999998,87.33,5,5,5,555,15,Champions
CUST01572,61,5,171.67,34.33,2,3,2,232,7,Others
CUST01573,11,4,258.67,64.67,4,2,3,423,9,New Customers
CUST01574,18,39,2650.6,67.96,4,5,5,455,14,Champions
CUST01575,19,1,41.86,41.86,4,1,1,411,6,New Customers
CUST01576,27,3,136.65,45.55,3,2,2,322,7,Promising
CUST01577,204,8,311.26,38.91,1,4,3,143,8,At Risk
CUST01578,11,1,23.01,23.01,4,1,1,411,6,New Customers
CUST01580,84,16,878.73,54.92,2,5,5,255,12,At Risk
CUST01582,24,5,296.95,59.39,3,3,3,333,9,Loyal Customers
CUST01583,46,19,876.12,46.11,2,5,5,255,12,At Risk
CUST01584,43,11,541.6,49.24,2,4,4,244,10,At Risk
CUST01585,3,3,186.78,62.26,5,2,2,522,9,New Customers
CUST01586,37,2,83.06,41.53,3,2,1,321,6,Promising
CUST01587,58,8,416.19,52.02,2,4,3,243,9,At Risk
CUST01589,27,1,33.89,33.89,3,1,1,311,5,Promising
CUST01590,8,4,318.16,79.54,5,2,3,523,10,New Customers
CUST01593,29,8,355.19,44.4,3,4,3,343,10,Loyal Customers
CUST01594,128,8,474.21999999999997,59.28,1,4,4,144,9,At Risk
CUST01595,42,11,701.22,63.75,3,4,4,344,11,Loyal Customers
CUST01596,12,2,100.97,50.48,4,2,1,421,7,New Customers
CUST01597,148,2,95.91,47.96,1,2,1,121,4,Hibernating
CUST01598,8,1,73.46,73.46,5,1,1,511,7,New Customers
CUST01599,38,7,415.69,59.38,3,3,3,333,9,Loyal Customers
CUST01600,164,1,55.19,55.19,1,1,1,111,3,Hibernating
CUST01601,60,13,692.98,53.31,2,4,4,244,10,At Risk
CUST01602,30,25,1466.7,58.67,3,5,5,355,13,Loyal Customers
CUST01603,70,15,932.18,62.15,2,5,5,255,12,At Risk
CUST01604,13,18,1171.0,65.06,4,5,5,455,14,Champions
CUST01605,23,7,300.23,42.89,4,3,3,433,10,Loyal Customers
CUST01606,16,8,342.88,42.86,4,4,3,443,11,Loyal Customers
CUST01607,50,2,96.91999999999999,48.46,2,2,1,221,5,Hibernating
CUST01610,118,1,77.23,77.23,1,1,1,111,3,Hibernating
CUST01611,36,10,585.59,58.56,3,4,4,344,11,Loyal Customers
CUST01612,43,6,240.25,40.04,2,3,2,232,7,Others
CUST01614,26,4,305.47,76.37,3,2,3,323,8,Others
CUST01615,63,2,167.11,83.56,2,2,2,222,6,Hibernating
CUST01616,27,1,44.08,44.08,3,1,1,311,5,Promising
CUST01617,55,12,516.96,43.08,2,4,4,244,10,At Risk
CUST01618,127,14,829.03,59.22,1,4,4,144,9,At Risk
CUST01619,28,3,135.95,45.32,3,2,2,322,7,Promising
CUST01620,13,36,2628.11,73.0,4,5,5,455,14,Champions
CUST01622,28,4,258.81,64.7,3,2,3,323,8,Others
CUST01623,36,2,155.91,77.96,3,2,2,322,7,Promising
CUST01624,137,17,870.23,51.19,1,5,5,155,11,At Risk
CUST01625,26,34,2502.5099999999998,73.6,3,5,5,355,13,Loyal Customers
CUST01626,42,10,536.1999999999999,53.62,3,4,4,344,11,Loyal Customers
CUST01627,54,17,909.0,53.47,2,5,5,255,12,At Risk
CUST01628,20,7,326.64,46.66,4,3,3,433,10,Loyal Customers
CUST01629,3,20,1387.15,69.36,5,5,5,555,15,Champions
CUST01631,342,1,16.31,16.31,1,1,1,111,3,Hibernating
CUST01632,4,11,599.3,54.48,5,4,4,544,13,Champions
CUST01634,11,29,1996.55,68.85,4,5,5,455,14,Champions
CUST01635,4,8,364.94,45.62,5,4,3,543,12,Loyal Customers
CUST01636,18,24,1870.57,77.94,4,5,5,455,14,Champions
CUST01637,23,4,150.51,37.63,4,2,2,422,8,New Customers
CUST01638,155,1,47.68,47.68,1,1,1,111,3,Hibernating
CUST01639,44,1,81.47,81.47,2,1,1,211,4,Hibernating
CUST01640,3,19,1308.79,68.88,5,5,5,555,15,Champions
CUST01641,60,10,541.83,54.18,2,4,4,244,10,At Risk
CUST01642,49,8,297.44,37.18,2,4,3,243,9,At Risk
CUST01643,37,1,63.54,63.54,3,1,1,311,5,Promising
CUST01644,35,11,559.4,50.85,3,4,4,344,11,Loyal Customers
CUST01645,200,2,103.49,51.74,1,2,1,121,4,Hibernating
CUST01646,25,9,349.26,38.81,3,4,3,343,10,Loyal Customers
CUST01647,33,5,299.24,59.85,3,3,3,333,9,Loyal Customers
CUST01648,8,5,241.24,48.25,5,3,2,532,10,Others
CUST01649,22,3,158.04000000000002,52.68,4,2,2,422,8,New Customers
CUST01650,128,1,65.48,65.48,1,1,1,111,3,Hibernating
CUST01651,1,6,436.49,72.75,5,3,4,534,12,Loyal Customers
CUST01652,49,1,51.25,51.25,2,1,1,211,4,Hibernating
CUST01653,86,1,22.95,22.95,1,1,1,111,3,Hibernating
CUST01654,208,2,216.42000000000002,108.21,1,2,2,122,5,Hibernating
CUST01655,257,3,148.68,49.56,1,2,2,122,5,Hibernating
CUST01656,30,6,365.91,60.99,3,3,3,333,9,Loyal Customers
CUST01657,47,1,39.12,39.12,2,1,1,211,4,Hibernating
CUST01658,1,1,62.84,62.84,5,1,1,511,7,New Customers
CUST01659,12,11,483.58,43.96,4,4,4,444,12,Champions
CUST01660,68,8,375.54999999999995,46.94,2,4,3,243,9,At Risk
CUST01661,36,18,1350.74,75.04,3,5,5,355,13,Loyal Customers
CUST01662,15,13,580.24,44.63,4,4,4,444,12,Champions
CUST01663,3,10,517.65,51.76,5,4,4,544,13,Champions
CUST01664,36,6,185.89000000000001,30.98,3,3,2,332,8,Needs Attention
CUST01666,41,3,163.45,54.48,3,2,2,322,7,Promising
CUST01667,77,8,324.04,40.51,2,4,3,243,9,At Risk
CUST01668,2,4,229.01,57.25,5,2,2,522,9,New Customers
CUST01669,3,7,372.36,53.19,5,3,3,533,11,Loyal Customers
CUST01670,9,1,122.68,122.68,5,1,2,512,8,New Customers
CUST01671,75,31,2397.64,77.34,2,5,5,255,12,At Risk
CUST01672,152,10,517.13,51.71,1,4,4,144,9,At Risk
CUST01673,3,14,950.34,67.88,5,4,5,545,14,Champions
CUST01674,26,8,318.21999999999997,39.78,3,4,3,343,10,Loyal Customers
CUST01675,45,11,779.7,70.88,2,4,4,244,10,At Risk
CUST01676,1,27,2128.31,78.83,5,5,5,555,15,Champions
CUST01677,27,8,557.84,69.73,3,4,4,344,11,Loyal Customers
CUST01678,206,2,80.44,40.22,1,2,1,121,4,Hibernating
CUST01679,104,6,146.66,24.44,1,3,2,132,6,Lost
CUST01680,10,27,1895.92,70.22,4,5,5,455,14,Champions
CUST01681,25,4,155.5,38.88,3,2,2,322,7,Promising
CUST01682,270,2,24.86,12.43,1,2,1,121,4,Hibernating
CUST01683,4,3,222.25,74.08,5,2,2,522,9,New Customers
CUST01684,49,1,63.42,63.42,2,1,1,211,4,Hibernating
CUST01685,81,4,249.84,62.46,2,2,3,223,7,Others
CUST01686,6,14,636.94,45.5,5,4,4,544,13,Champions
CUST01687,64,1,31.92,31.92,2,1,1,211,4,Hibernating
CUST01688,125,9,455.06,50.56,1,4,4,144,9,At Risk
CUST01689,45,7,452.59000000000003,64.66,2,3,4,234,9,At Risk
CUST01690,199,5,302.16999999999996,60.43,1,3,3,133,7,At Risk
CUST01691,53,12,512.63,42.72,2,4,4,244,10,At Risk
CUST01692,11,8,525.08,65.64,4,4,4,444,12,Champions
CUST01694,5,3,245.79,81.93,5,2,3,523,10,New Customers
CUST01695,64,6,235.5,39.25,2,3,2,232,7,Others
CUST01696,67,8,349.24,43.66,2,4,3,243,9,At Risk
CUST01697,20,13,698.8199999999999,53.76,4,4,4,444,12,Champions
CUST01698,159,1,59.63,59.63,1,1,1,111,3,Hibernating
CUST01699,2,32,2574.15,80.44,5,5,5,555,15,Champions
CUST01700,12,13,892.4399999999999,68.65,4,4,5,445,13,Champions
CUST01702,1,30,2062.87,68.76,5,5,5,555,15,Champions
CUST01703,36,15,672.13,44.81,3,5,4,354,12,Loyal Customers
CUST01704,35,1,75.88,75.88,3,1,1,311,5,Promising
CUST01706,3,8,462.99,57.87,5,4,4,544,13,Champions
CUST01709,16,4,180.59,45.15,4,2,2,422,8,New Customers
CUST01710,274,4,228.8,57.2,1,2,2,122,5,Hibernating
CUST01712,6,25,1945.92,77.84,5,5,5,555,15,Champions
CUST01714,137,11,515.97,46.91,1,4,4,144,9,At Risk
CUST01715,111,1,38.5,38.5,1,1,1,111,3,Hibernating
CUST01716,10,6,639.51,106.58,4,3,4,434,11,Loyal Customers
CUST01717,47,8,529.26,66.16,2,4,4,244,10,At Risk
CUST01718,42,3,129.12,43.04,3,2,2,322,7,Promising
CUST01719,59,10,597.14,59.71,2,4,4,244,10,At Risk
CUST01720,46,11,661.39,60.13,2,4,4,244,10,At Risk
CUST01722,34,9,688.22,76.47,3,4,4,344,11,Loyal Customers
CUST01723,435,2,84.78,42.39,1,2,1,121,4,Hibernating
CUST01724,491,1,44.52,44.52,1,1,1,111,3,Hibernating
CUST01725,33,13,617.8,47.52,3,4,4,344,11,Loyal Customers
CUST01726,4,6,296.14,49.36,5,3,3,533,11,Loyal Customers
CUST01727,20,13,772.97,59.46,4,4,4,444,12,Champions
CUST01728,27,5,220.47,44.09,3,3,2,332,8,Needs Attention
CUST01729,3,15,529.0,35.27,5,5,4,554,14,Champions
CUST01730,15,28,1615.24,57.69,4,5,5,455,14,Champions
CUST01732,47,4,254.29000000000002,63.57,2,2,3,223,7,Others
CUST01733,36,9,441.29,49.03,3,4,4,344,11,Loyal Customers
CUST01734,85,3,251.38,83.79,2,2,3,223,7,Others
CUST01735,35,13,555.57,42.74,3,4,4,344,11,Loyal Customers
CUST01736,8,2,174.60000000000002,87.3,5,2,2,522,9,New Customers
CUST01737,10,10,478.99,47.9,4,4,4,444,12,Champions
CUST01739,141,1,33.16,33.16,1,1,1,111,3,Hibernating
CUST01740,64,7,293.78000000000003,41.97,2,3,3,233,8,At Risk
CUST01742,80,5,152.92,30.58,2,3,2,232,7,Others
CUST01743,17,10,551.33,55.13,4,4,4,444,12,Champions
CUST01744,66,1,65.8,65.8,2,1,1,211,4,Hibernating
CUST01745,19,17,803.05,47.24,4,5,4,454,13,Champions
CUST01746,86,1,23.63,23.63,1,1,1,111,3,Hibernating
CUST01747,62,7,276.44,39.49,2,3,3,233,8,At Risk
CUST01749,146,9,433.88,48.21,1,4,4,144,9,At Risk
CUST01752,23,2,84.36,42.18,4,2,1,421,7,New Customers
CUST01753,19,1,165.6,165.6,4,1,2,412,7,New Customers
CUST01754,43,18,1045.18,58.07,2,5,5,255,12,At Risk
CUST01755,41,29,2568.06,88.55,3,5,5,355,13,Loyal Customers
CUST01756,283,1,40.77,40.77,1,1,1,111,3,Hibernating
CUST01757,1,11,703.51,63.96,5,4,4,544,13,Champions
CUST01758,35,4,143.06,35.76,3,2,2,322,7,Promising
CUST01759,3,4,236.16000000000003,59.04,5,2,2,522,9,New Customers
CUST01760,16,19,1248.92,65.73,4,5,5,455,14,Champions
CUST01763,39,1,128.78,128.78,3,1,2,312,6,Promising
CUST01764,9,9,422.13,46.9,5,4,4,544,13,Champions
CUST01766,68,15,732.13,48.81,2,5,4,254,11,At Risk
CUST01767,14,1,41.49,41.49,4,1,1,411,6,New Customers
CUST01768,13,14,901.04,64.36,4,4,5,445,13,Champions
CUST01769,17,4,211.71,52.93,4,2,2,422,8,New Customers
CUST01770,42,4,221.7,55.42,3,2,2,322,7,Promising
CUST01771,5,29,1715.21,59.15,5,5,5,555,15,Champions
CUST01772,371,1,32.53,32.53,1,1,1,111,3,Hibernating
CUST01773,35,7,470.97,67.28,3,3,4,334,10,Loyal Customers
CUST01774,62,2,178.07999999999998,89.04,2,2,2,222,6,Hibernating
CUST01775,8,3,146.85,48.95,5,2,2,522,9,New Customers
CUST01776,4,3,266.86,88.95,5,2,3,523,10,New Customers
CUST01777,21,7,418.17,59.74,4,3,4,434,11,Loyal Customers
CUST01778,135,2,130.98000000000002,65.49,1,2,2,122,5,Hibernating
CUST01779,149,12,625.88,52.16,1,4,4,144,9,At Risk
CUST01780,4,5,411.53,82.31,5,3,3,533,11,Loyal Customers
CUST01783,91,2,170.83,85.42,1,2,2,122,5,Hibernating
CUST01784,24,20,1471.92,73.6,3,5,5,355,13,Loyal Customers
CUST01785,70,12,688.76,57.4,2,4,4,244,10,At Risk
CUST01787,59,1,16.77,16.77,2,1,1,211,4,Hibernating
CUST01788,153,2,107.28,53.64,1,2,2,122,5,Hibernating
CUST01789,18,6,228.61,38.1,4,3,2,432,9,Others
CUST01790,53,32,2261.33,70.67,2,5,5,255,12,At Risk
CUST01791,502,1,40.52,40.52,1,1,1,111,3,Hibernating
CUST01792,110,6,297.9,49.65,1,3,3,133,7,At Risk
CUST01793,5,4,217.17000000000002,54.29,5,2,2,522,9,New Customers
CUST01794,34,34,2276.7,66.96,3,5,5,355,13,Loyal Customers
CUST01795,6,17,1287.53,75.74,5,5,5,555,15,Champions
CUST01796,5,15,943.42,62.89,5,5,5,555,15,Champions
CUST01797,26,3,88.57000000000001,29.52,3,2,1,321,6,Promising
CUST01798,305,1,57.76,57.76,1,1,1,111,3,Hibernating
CUST01799,26,15,811.24,54.08,3,5,4,354,12,Loyal Customers
CUST01800,46,13,902.1999999999999,69.4,2,4,5,245,11,At Risk
CUST01801,211,2,105.39,52.7,1,2,1,121,4,Hibernating
CUST01802,18,14,849.4,60.67,4,5,5,455,14,Champions
CUST01803,12,1,37.33,37.33,4,1,1,411,6,New Customers
CUST01804,79,1,66.75,66.75,2,1,1,211,4,Hibernating
CUST01806,54,20,988.86,49.44,2,5,5,255,12,At Risk
CUST01807,13,16,800.71,50.04,4,5,4,454,13,Champions
CUST01808,8,2,102.91,51.46,5,2,1,521,8,New Customers
CUST01809,23,6,225.87,37.65,4,3,2,432,9,Others
CUST01810,8,14,853.47,60.96,5,5,5,555,15,Champions
CUST01811,116,2,59.56,29.78,1,2,1,121,4,Hibernating
CUST01812,31,1,79.02,79.02,3,1,1,311,5,Promising
CUST01813,128,6,355.56,59.26,1,3,3,133,7,At Risk
CUST01814,12,2,97.89999999999999,48.95,4,2,1,421,7,New Customers
CUST01815,76,9,295.92,32.88,2,4,3,243,9,At Risk
CUST01816,41,6,477.07,79.51,3,3,4,334,10,Loyal Customers
CUST01817,23,6,476.13,79.36,4,3,4,434,11,Loyal Customers
CUST01818,29,20,1371.24,68.56,3,5,5,355,13,Loyal Customers
CUST01819,31,1,87.54,87.54,3,1,1,311,5,Promising
CUST01820,139,6,342.15999999999997,57.03,1,3,3,133,7,At Risk
CUST01821,6,14,712.34,50.88,5,5,4,554,14,Champions
CUST01822,3,6,390.02,65.0,5,3,3,533,11,Loyal Customers
CUST01824,13,25,1654.66,66.19,4,5,5,455,14,Champions
CUST01825,1,5,180.13,36.03,5,3,2,532,10,Others
CUST01826,8,7,385.75,55.11,5,3,3,533,11,Loyal Customers
CUST01828,15,3,172.95,57.65,4,2,2,422,8,New Customers
CUST01829,28,3,217.82999999999998,72.61,3,2,2,322,7,Promising
CUST01832,25,4,168.37,42.09,3,2,2,322,7,Promising
CUST01834,103,1,20.92,20.92,1,1,1,111,3,Hibernating
CUST01835,15,17,1213.29,71.37,4,5,5,455,14,Champions
CUST01836,20,13,1025.8,78.91,4,4,5,445,13,Champions
CUST01837,30,3,105.05,35.02,3,2,1,321,6,Promising
CUST01838,194,6,281.94,46.99,1,3,3,133,7,At Risk
CUST01839,4,2,102.74000000000001,51.37,5,2,1,521,8,New Customers
CUST01840,10,7,281.61,40.23,4,3,3,433,10,Loyal Customers
CUST01841,147,1,18.31,18.31,1,1,1,111,3,Hibernating
CUST01842,12,8,371.2,46.4,4,4,3,443,11,Loyal Customers
CUST01843,60,17,1422.3600000000001,83.67,2,5,5,255,12,At Risk
CUST01844,45,2,148.01,74.0,2,2,2,222,6,Hibernating
CUST01845,171,1,3.31,3.31,1,1,1,111,3,Hibernating
CUST01847,93,8,326.75,40.84,1,4,3,143,8,At Risk
CUST01848,2,9,487.33,54.15,5,4,4,544,13,Champions
CUST01849,1,12,479.96999999999997,40.0,5,4,4,544,13,Champions
CUST01850,2,5,378.58,75.72,5,3,3,533,11,Loyal Customers
CUST01851,28,8,379.49,47.44,3,4,3,343,10,Loyal Customers
CUST01852,7,3,64.52,21.51,5,2,1,521,8,New Customers
CUST01853,14,13,966.67,74.36,4,4,5,445,13,Champions
CUST01854,68,7,232.74,33.25,2,3,2,232,7,Others
CUST01857,18,11,619.8199999999999,56.35,4,4,4,444,12,Champions
CUST01858,36,3,121.96000000000001,40.65,3,2,2,322,7,Promising
CUST01859,35,13,744.79,57.29,3,4,4,344,11,Loyal Customers
CUST01860,2,2,105.85,52.92,5,2,1,521,8,New Customers
CUST01861,42,24,1857.84,77.41,3,5,5,355,13,Loyal Customers
CUST01862,51,5,296.95000000000005,59.39,2,3,3,233,8,At Risk
CUST01863,54,1,16.27,16.27,2,1,1,211,4,Hibernating
CUST01864,6,8,391.46000000000004,48.93,5,4,3,543,12,Loyal Customers
CUST01865,39,8,382.95,47.87,3,4,3,343,10,Loyal Customers
CUST01866,18,7,258.32,36.9,4,3,3,433,10,Loyal Customers
CUST01867,18,6,281.5,46.92,4,3,3,433,10,Loyal Customers
CUST01868,21,3,189.94,63.31,4,2,2,422,8,New Customers
CUST01869,9,2,74.86,37.43,5,2,1,521,8,New Customers
CUST01870,11,18,878.3000000000001,48.79,4,5,5,455,14,Champions
CUST01871,12,3,173.33,57.78,4,2,2,422,8,New Customers
